sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
7.760961103202471,2.227106398289937,3.96451291294427,2.358099050894762
5.303763958268,3.645319948687451,6.423637214437349,0.9879954566202392
7.109675336018926,2.9807921650343343,2.32798323408129,1.696545525092166
5.958275044502804,3.273105769108689,3.791963933321134,0.9524444450118345
7.429667790481783,2.2935152018353833,6.413659479834165,0.9925887222898025
6.620590572507403,3.5094612317919838,2.375424522960703,0.28395735850924825
5.484708153716758,3.187312014347814,3.0616297893018736,0.627929260313051
7.419111964421773,2.538639417503003,1.5860342994772594,1.7713986066521883
4.371235346331741,3.896503218087739,4.18016781874455,1.2210870204601576
6.055342674403832,4.062217343487503,1.4958725462757203,1.5505314907045886
6.370053999318302,4.309489781020126,2.2632083470778697,0.4599013078658134
6.4253194809730445,2.2210857757393208,2.372042712722529,1.9694688155720923
5.378874193593653,2.982329552736484,2.653956041446985,2.3889270940975615
5.198060186609558,4.201413997557902,2.3144927984195816,0.6665617237360805
6.038109498141757,3.140442698518966,2.7297946447819355,0.5009995135235111
5.53867806900983,4.255326352528332,5.2866147519026905,2.0470240933411956
6.712369919251948,2.2515355319376074,5.5373318475509805,1.3433713908319123
7.1839925783117895,2.7322861658796977,6.318198484833295,2.1627219680505356
7.040490994963656,3.2993061476142933,2.716854106683725,2.095314898997589
7.1623023756532564,3.4831398172637504,1.3000196145047822,0.48434741981759866
7.083603350071918,3.1136857823291963,2.924323967144985,2.157092340850407
6.045938542003638,4.254672797035935,3.091778900042565,0.9979426486363522
5.747049383862893,2.9107215747795077,1.7134606823591354,2.143997363203246
7.4616682370922724,2.1108686296298362,1.521014239491353,1.0083701867646155
5.623556268327726,2.6702336455810722,1.6924944505524766,0.6713020577600233
7.63860327967701,3.2750005948266168,1.7398860445948825,1.035179355930622
6.750261242200688,2.409854643421305,2.7499020414194413,0.12272123197211969
4.665657844990594,2.9428383406151535,3.5382655415392295,1.6097978017149521
6.032771499307763,3.8796127421199884,5.733013697468524,0.8990483751590246
4.9324660460328085,2.1810306138413917,2.241922847168264,0.29459665836359655
5.960974709242869,3.4272848407465677,5.0566287440802276,1.2664238141064996
5.091606934389586,3.3946686737029923,6.855033528619126,1.00552176601565
7.738828047693331,2.7006911250060854,3.3170530698994805,0.8700937304090773
6.358184800385694,4.308225436321672,6.427772766871431,1.908508755018036
5.168054232731413,3.396618555016558,6.08493241696494,1.42568972348763
5.73058354555953,4.319136420819132,3.167882525743875,1.5728318379058432
5.789704758111229,3.6299412936091437,5.677481593811888,2.0103250663630488
5.92529719595143,2.627345491380421,2.942464116471739,1.8698625513866751
7.109607661854296,2.7567322589628875,5.200987503952962,1.695366106822259
4.495837708194631,3.944333530294642,3.7501961241832182,0.2814191477872515
6.16933111242533,4.1718946978128315,3.8117612683443642,2.215193254173629
5.408184117990965,4.226003198692837,5.351896261607996,0.3235329576905655
7.172797842976212,3.244478831197471,3.2545278576583874,0.9549393956720318
6.472908334861142,4.216594771630051,2.6605434800843977,0.619739004319958
6.3520669436895805,2.610680175242694,5.233189282846114,0.18470094336697374
4.301365855673251,2.7666781846976582,3.610108284869867,1.7530372208853608
7.5045295166597485,2.370688823091257,1.6813230617434458,0.522800631645452
6.837827758999293,3.487298530443965,5.67442703032121,1.6533464923298662
7.640771726040654,2.9873043455156196,4.06561498490044,1.398003083367995
7.509979741461683,2.917125928883296,4.231231810105366,1.1374521972544684
5.850653878990434,3.5576018684123216,4.413109589428995,1.2779975690031302
7.7083151488226616,3.837080652148055,4.13592305436432,0.8332578736631197
6.522222705627094,3.130701562357573,1.3942580442948658,0.15180599059774735
7.180811576079562,2.074547653324754,4.5396578487234915,0.935191027298155
7.397998537577871,2.260336030418367,5.310167764936683,0.9554493098035487
7.025609641410728,3.858877380066919,4.925434789736519,2.2185715021380172
5.9015717239566605,3.8541265489370846,3.6701804456334846,0.2704991144461985
5.686280715716162,2.3473618789187354,1.1576396897957746,1.906846494220273
6.437845657072085,2.549055495801517,1.0429981783652214,1.3646428068460434
4.439822508515031,4.018377819500314,3.064691918397364,0.31910713761098597
6.876523024297632,3.2797974881826657,4.343006308333099,2.243742633161993
4.359053141382688,3.2618634255606493,6.742909733975924,1.6113516551118632
5.830340577706512,2.3451083791653273,4.389446507003267,2.070290215345606
5.080851815073053,2.468985460066896,5.096239469408204,1.062161195970196
6.692636829500171,2.4248187840782442,2.9421510025124338,0.7884974477668527
5.686442723330538,2.7513177941764937,6.6224004526904725,0.8853934562371892
6.931667868673966,3.006640806277699,5.292716561458439,1.1917001638735263
7.77218038367903,3.1483588609457267,2.505780764518628,1.3276569782911143
7.287604033346078,3.3966435059674107,4.294711526657747,2.187771628445802
4.657932185379826,2.7757937755534283,2.812425992363525,1.5480166753039908
7.493778487400368,4.17779185398941,4.324877641750515,0.7704081492032905
4.525103944733432,3.287753539503228,3.5686474863651823,1.2072651800193257
4.851822011758872,2.9353485991913892,3.4911106987820966,0.3665879864764514
4.606687898168174,3.735612491334101,3.7445983266997076,2.090089354448898
4.685967913088737,2.512571387784924,6.727434974390328,1.6871501078912026
6.075502943811003,3.7518924401476097,2.542359549883565,0.35776702329498833
6.8817282924549374,3.863193206581397,3.538168434848573,1.7494472738846276
7.844798848753812,2.0669314693170175,6.5293374846033405,0.42189239692226366
5.449989835698233,3.2127066015332835,3.7806083499227148,1.5609053525448862
5.469707188953786,3.075628803495142,6.090419368972747,0.5618352210334511
7.12451590118711,3.8174282488384117,5.487071457349031,0.9838315858061604
7.542647802928751,2.9447918049422874,3.08025032346026,0.5660890778292135
5.718481387686777,3.753269655128034,1.0486063121635183,2.1149452394693906
4.594606951419332,4.001874348919227,1.5800116891028977,0.6750705323830136
7.725774476703144,4.307041535983594,4.13078536784599,1.2173941466680194
6.2580222459151695,2.1208059343868975,1.9044185733692194,2.094557448218701
7.446910392860828,2.929480868154439,1.1035020643096172,1.5758077146041214
5.646293250665255,4.0668729098063,5.134778131035759,1.0408396187665714
7.604834572908429,3.637179512186329,2.797934570440651,1.75618265352545
6.770574517738934,2.017783353846346,1.7237975931691711,0.7493443214838034
4.560646043419033,2.638147414275806,1.1800766193369046,1.8659749141127797
6.866752249619971,3.90681323847876,1.8378391575767137,0.5204816128608655
4.634450842283135,3.944656910314989,4.337211607426241,0.9252188821257463
7.370168435131879,2.9364066423325643,3.840444552563677,0.25006514805350255
5.270062963503369,3.737533509564493,4.488396884984436,0.25660201457885873
7.713531595944623,4.132758214717912,1.2056579218234258,0.412567205272789
5.414634920305314,3.455888077871336,5.082053581800176,1.3849046309448925
5.712027721736732,4.015026970697468,5.187933754074849,2.176326424433332
5.609312316521716,2.1770219827953667,3.37538226285098,1.4092924725567897
6.772873147924227,3.4644899307356445,5.75539643774526,1.8755487181202797
6.121523582843501,2.7132402298843266,1.2838387358135945,0.6350305432426736
7.820235505054747,3.039557740880235,2.5660135193378535,2.296405235576523
5.1347732097967524,2.932793791288773,6.601245396455206,2.2623823485044228
7.070265507696023,3.412144842609017,4.9124812868854555,0.31400584143427085
5.8168132235700805,2.436985902241328,2.112668930099891,1.1132805498984502
6.382483410054849,4.251780531424371,1.855575554462015,1.903752955457418
7.176002666544313,2.4358759444103635,2.0759713024810162,0.20170263596661125
5.584219179615333,2.9837763407664584,6.4467426689993195,2.1576534878470004
5.983538077402111,3.0158463496984442,1.6575114099949384,1.6821015841655096
7.3964727916699715,4.132083423211847,5.9130626625141325,1.502164594135894
5.699149851008613,2.441452003873536,4.583249362456861,0.6543158140145862
6.906179240112397,2.0444091302600746,3.831122321644856,1.1496764329489184
5.638748122255985,2.3624480561116696,5.837414285035469,1.6685053915614467
4.630443186669753,2.527396868604017,2.4558825575196566,1.9137601115512228
4.766458782256005,2.4486555303641433,1.4839697777682601,2.01995417207913
6.17004926984724,3.625054360042175,2.440879206281391,1.8128768891018117
6.355209262192229,2.8895197740793037,4.885107052106866,0.728866155907272
5.885102767312828,3.521637911004027,6.803481916318083,1.5119045326546094
7.649524288229218,2.242658329727936,3.6326502932497813,1.2367105220561023
6.233472588384293,2.6394842599091968,3.068001399885948,1.927385963362023
7.409806831096972,3.6689911626460305,4.665488626488489,1.9443441069415506
4.4035975462875925,2.2777365121446875,5.210317993472582,1.734912081212168
7.791599919578516,3.282191701716484,6.186290933785144,1.3072352291174683
7.00972654028999,3.8970227531744523,6.131093669513107,0.11466086391161917
7.049688303825606,3.678800450272779,3.7356156354646677,1.7653022643062024
4.894283593802375,3.449902711289124,4.81852460627284,2.007302029175195
5.4858347299459,4.077506465082798,5.886535868980051,1.2305406424607306
6.8038903146119925,2.5469682080853877,5.424499066573436,1.7790868478403554
4.336296612763722,3.0998127185501674,1.7098190970861733,0.8522061078041304
4.670915804282612,2.512081086314046,3.029947488980886,1.2646355196883585
4.616920105918117,2.551064209666901,5.321850179374916,1.720109469923252
6.4563618090515975,2.9911102821102853,1.5964612744191211,1.3857129051244705
6.638657298563381,2.6983570921410864,4.700599107651431,2.188677899946029
5.696496092720815,2.331501987173381,4.874884893459969,0.7817146302556727
7.1207364402235545,2.3732748745643475,1.5388177608682294,2.3365157181413703
6.445749081654892,4.111296281122561,3.8101142081756323,1.7519133613743907
7.177918526881329,2.768403202705051,4.902755128134618,0.7085555237466673
6.4651580542974685,3.3822431874960666,3.6899818930305632,0.2707373803959444
6.552542579923058,2.4618843083119275,1.8156369996954242,0.1551428926801111
4.540248603137648,4.143009260798683,4.612355137137344,1.241099239001596
4.70516369980041,2.3895239007758478,4.85319321005416,1.0445799024822966
7.186304185270689,2.5868895570808803,1.016199782512444,1.6281958877816824
4.459190213559036,3.496943654152634,3.928941110717583,0.4927998835447217
7.081489371280489,3.503754070874746,2.157112777763584,1.4523947267684263
6.103299150747213,3.2967021393888247,2.693814120824916,1.9432324942887662
7.604164771971767,2.4290610376821644,2.098770612391203,1.614085546054585
7.511967430333824,3.8924621261457526,3.76951672725462,1.4692558999457415
5.1499383946259245,2.9486156848559935,5.2354383452980064,2.4263780371757644
4.948542821434017,3.1176510941987963,2.4716661676915663,1.7186604489750166
6.549512174631818,4.174693545353134,6.62368365795216,1.452492980341031
5.420157544464371,3.551206145969407,6.656340542264652,2.16564962436555
6.792875801439263,2.269558643132558,5.444948171216353,2.472093734579545
6.416781986154081,2.84965195697256,3.2154001796392278,1.3956991117474438
5.7046948856907695,2.622486616651325,1.1730966680388888,0.5471196451208209
5.781803098252864,3.6193450579191078,3.675401977907243,0.4829928399773097
5.129511760771426,2.7123573742778895,4.124016088381016,0.699839989792929
7.33026251289029,3.0757582333835902,6.680711437678408,0.545731630843986
6.655013103327878,3.579780800371081,2.53277692763576,1.2719825676277987
5.709928754964551,2.3499250724047096,2.5114891096922864,2.062687967485944
4.760726619860833,3.284203750367567,2.038337116590085,0.7374667350407408
5.925971007540548,3.1275368368747865,5.220601243410579,0.4809601353530881
5.847700165129664,3.4328076655352877,2.8086824940607586,1.1919993704596097
7.635731214482549,3.771415538220873,4.694241135373742,2.086025260168604
5.842963339412018,4.118123128627735,1.4102456206516625,1.7400910705239523
7.776311362798262,3.949125751390608,6.449456175931148,1.3404954508610585
6.744473349877627,4.013866793154094,6.816133602347642,1.121675437031856
6.490942930789478,2.85114570513176,3.1890080805184304,1.961057508017096
6.812252486629468,2.446683889600152,1.703992687266442,0.8976091351213448
4.811247281045347,3.6951493299820335,1.6168055470611953,0.8464564229462095
4.863958876765856,2.4112073398142755,3.1378240030093445,1.3966755902438872
7.464525942931517,3.946109480078535,3.424152281943001,2.11564925850375
7.695386166344797,3.4288280426318556,5.9458399796617,1.3951008907237918
5.124086133476559,2.7593688399807634,3.00593994707541,2.4677649086844204
5.507216890221304,4.1082401698434925,2.375556901611716,0.7392591016921468
4.462601128833478,3.5071705078318316,2.0198524109896603,0.7630279593893103
6.452587700561523,2.1277473553184034,1.192427753202254,0.6101972174330138
5.735407973183131,2.818799713873057,6.703427821422655,0.15101195216970353
4.356788941809704,4.371015262265682,3.7460133107808513,0.48234504221286045
4.9758232017326005,2.859709216344183,2.061664086845888,1.0459886827226001
6.410646796974181,3.729109232734851,6.40108799039754,0.5063258999809156
5.247600577989294,3.928956897372984,3.5341915731636315,0.45624283042473057
4.4185355002571,2.6091920148371925,4.976095750712178,1.9154732907551693
5.163787842557059,2.4788955014017717,4.7600494020844,2.366377348397208
7.1958968206395895,3.0678636976594396,5.351824054502375,2.1624376922072
4.6227815425738985,3.8932385991068807,5.155240042128587,1.3723045678224242
6.604986009229183,3.3093751741442152,1.5284987729808472,0.5307863671287945
6.436417951642817,4.139438612246018,4.357293276876141,1.5491950779398957
4.563426288054589,3.419141389208799,5.728294004980555,1.5835951023316002
5.317629209183769,2.1201622783415703,4.548854326757242,1.0101346966401044
6.013685841248621,2.3626481200576785,2.6298581997094823,1.6306259920147979
5.825765189955358,2.2824649071554632,5.644334680046665,2.062803312608694
5.313262385837059,4.137842481480849,1.2098171971660772,0.45001305540856973
7.836978370064298,3.5438584092057153,4.837499139297677,1.7270699995617453
5.580366828367241,4.343357110303156,6.235020843536246,2.4475188743147784
5.237569168291094,3.455594856871466,1.8779860469166585,1.473580625232091
4.786745133290481,4.21211386431196,1.4990945400164222,1.7171411482585393
4.51173786845627,3.9534911513503053,2.0146590559323934,1.9775579234487568
5.195364533866167,2.6354286377175806,6.120602210235251,1.1057406686601918
5.242806812761607,3.2634438466246536,2.1839259643082745,2.151078127111279
7.472568986886496,2.589875119610644,5.499974104540866,1.5847839911643395
